Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
picture,416,173,177,97,video86_1_2_shot8.jpg,640,360
header,603,3,28,21,video86_1_2_shot8.jpg,640,360
footer,576,309,51,37,video86_1_2_shot8.jpg,640,360
title,8,6,100,15,video86_1_3_shot4.jpg,640,360
picture,265,40,109,101,video86_1_3_shot4.jpg,640,360
picture,488,44,99,146,video86_1_3_shot4.jpg,640,360
text box,193,144,254,31,video86_1_3_shot4.jpg,640,360
diagram,68,41,74,202,video86_1_3_shot4.jpg,640,360
header,603,3,28,21,video86_1_3_shot4.jpg,640,360
footer,576,309,51,37,video86_1_3_shot4.jpg,640,360
title,8,6,100,15,video86_1_3_shot6.jpg,640,360
text box,170,79,300,25,video86_1_3_shot6.jpg,640,360
picture,276,110,89,118,video86_1_3_shot6.jpg,640,360
text box,269,237,104,24,video86_1_3_shot6.jpg,640,360
header,603,3,28,21,video86_1_3_shot6.jpg,640,360
footer,576,309,51,37,video86_1_3_shot6.jpg,640,360
title,8,6,125,15,video86_1_4_shot2.jpg,640,360
diagram,47,49,500,147,video86_1_4_shot2.jpg,640,360
header,603,3,28,21,video86_1_4_shot2.jpg,640,360
footer,576,309,51,37,video86_1_4_shot2.jpg,640,360
title,8,6,125,15,video86_1_4_shot9.jpg,640,360
picture,278,32,83,87,video86_1_4_shot9.jpg,640,360
text box,256,146,129,68,video86_1_4_shot9.jpg,640,360
picture,279,234,82,88,video86_1_4_shot9.jpg,640,360
text box,391,264,97,41,video86_1_4_shot9.jpg,640,360
text box,181,57,58,40,video86_1_4_shot9.jpg,640,360
header,603,3,28,21,video86_1_4_shot9.jpg,640,360
footer,576,309,51,37,video86_1_4_shot9.jpg,640,360
title,8,6,96,15,video86_1_5_shot2.jpg,640,360
picture,351,37,90,118,video86_1_5_shot2.jpg,640,360
picture,350,199,92,119,video86_1_5_shot2.jpg,640,360
diagram,136,87,401,191,video86_1_5_shot2.jpg,640,360
header,603,3,28,21,video86_1_5_shot2.jpg,640,360
footer,576,309,51,37,video86_1_5_shot2.jpg,640,360
title,8,6,96,15,video86_1_5_shot5.jpg,640,360
picture,196,121,248,138,video86_1_5_shot5.jpg,640,360
picture,507,203,76,90,video86_1_5_shot5.jpg,640,360
picture,61,208,73,92,video86_1_5_shot5.jpg,640,360
text box,50,173,97,31,video86_1_5_shot5.jpg,640,360
text box,47,301,102,19,video86_1_5_shot5.jpg,640,360
text box,456,174,173,24,video86_1_5_shot5.jpg,640,360
text box,513,302,60,18,video86_1_5_shot5.jpg,640,360
header,603,3,28,21,video86_1_5_shot5.jpg,640,360
footer,576,309,51,37,video86_1_5_shot5.jpg,640,360
title,8,6,96,15,video86_1_5_shot7.jpg,640,360
picture,58,108,116,127,video86_1_5_shot7.jpg,640,360
picture,221,107,199,132,video86_1_5_shot7.jpg,640,360
picture,468,104,115,135,video86_1_5_shot7.jpg,640,360
text box,284,72,73,25,video86_1_5_shot7.jpg,640,360
text box,205,251,230,30,video86_1_5_shot7.jpg,640,360
header,603,3,28,21,video86_1_5_shot7.jpg,640,360
footer,576,309,51,37,video86_1_5_shot7.jpg,640,360
title,8,6,96,15,video86_1_5_shot12.jpg,640,360
picture,76,92,120,176,video86_1_5_shot12.jpg,640,360
picture,257,113,129,134,video86_1_5_shot12.jpg,640,360
picture,439,92,120,177,video86_1_5_shot12.jpg,640,360
text box,169,286,302,29,video86_1_5_shot12.jpg,640,360
text box,251,52,136,21,video86_1_5_shot12.jpg,640,360
header,603,3,28,21,video86_1_5_shot12.jpg,640,360
footer,576,309,51,37,video86_1_5_shot12.jpg,640,360
title,8,6,96,15,video86_1_5_shot13.jpg,640,360
picture,76,92,120,176,video86_1_5_shot13.jpg,640,360
picture,275,111,89,134,video86_1_5_shot13.jpg,640,360
picture,438,92,122,177,video86_1_5_shot13.jpg,640,360
text box,238,258,167,89,video86_1_5_shot13.jpg,640,360
text box,251,52,136,21,video86_1_5_shot13.jpg,640,360
header,603,3,28,21,video86_1_5_shot13.jpg,640,360
footer,576,309,51,37,video86_1_5_shot13.jpg,640,360
title,8,6,81,15,video86_1_6_shot4.jpg,640,360
text box,424,65,134,26,video86_1_6_shot4.jpg,640,360
picture,78,108,132,137,video86_1_6_shot4.jpg,640,360
picture,216,108,205,137,video86_1_6_shot4.jpg,640,360
picture,427,108,130,138,video86_1_6_shot4.jpg,640,360
text box,236,293,170,26,video86_1_6_shot4.jpg,640,360
text box,467,258,55,21,video86_1_6_shot4.jpg,640,360
text box,73,67,141,30,video86_1_6_shot4.jpg,640,360
text box,102,259,83,21,video86_1_6_shot4.jpg,640,360
header,603,3,28,21,video86_1_6_shot4.jpg,640,360
footer,576,309,51,37,video86_1_6_shot4.jpg,640,360
title,8,6,81,15,video86_1_6_shot11.jpg,640,360
picture,266,34,110,132,video86_1_6_shot11.jpg,640,360
text box,33,73,229,28,video86_1_6_shot11.jpg,640,360
diagram,64,171,527,90,video86_1_6_shot11.jpg,640,360
header,603,3,28,21,video86_1_6_shot11.jpg,640,360
footer,576,309,51,37,video86_1_6_shot11.jpg,640,360
title,8,6,127,15,video86_1_7_shot2.jpg,640,360
diagram,196,71,352,221,video86_1_7_shot2.jpg,640,360
chart,438,122,179,111,video86_1_7_shot2.jpg,640,360
header,603,3,28,21,video86_1_7_shot2.jpg,640,360
footer,576,309,51,37,video86_1_7_shot2.jpg,640,360
title,8,6,127,15,video86_1_7_shot3.jpg,640,360
text box,56,49,200,53,video86_1_7_shot3.jpg,640,360
picture,125,106,69,103,video86_1_7_shot3.jpg,640,360
picture,273,76,94,141,video86_1_7_shot3.jpg,640,360
picture,444,105,69,104,video86_1_7_shot3.jpg,640,360
text box,415,81,118,20,video86_1_7_shot3.jpg,640,360
header,603,3,28,21,video86_1_7_shot3.jpg,640,360
footer,576,309,51,37,video86_1_7_shot3.jpg,640,360
title,8,6,127,15,video86_1_7_shot4.jpg,640,360
text box,56,49,200,53,video86_1_7_shot4.jpg,640,360
picture,125,106,69,103,video86_1_7_shot4.jpg,640,360
picture,273,76,94,141,video86_1_7_shot4.jpg,640,360
picture,444,105,69,105,video86_1_7_shot4.jpg,640,360
text box,415,81,118,20,video86_1_7_shot4.jpg,640,360
picture,95,225,129,85,video86_1_7_shot4.jpg,640,360
picture,414,225,129,83,video86_1_7_shot4.jpg,640,360
text box,229,252,179,24,video86_1_7_shot4.jpg,640,360
header,603,3,28,21,video86_1_7_shot4.jpg,640,360
footer,576,309,51,37,video86_1_7_shot4.jpg,640,360
title,8,6,127,15,video86_1_7_shot5.jpg,640,360
text box,57,49,199,52,video86_1_7_shot5.jpg,640,360
picture,124,105,71,104,video86_1_7_shot5.jpg,640,360
picture,272,76,95,142,video86_1_7_shot5.jpg,640,360
picture,444,106,70,103,video86_1_7_shot5.jpg,640,360
text box,414,78,120,23,video86_1_7_shot5.jpg,640,360
text box,33,237,521,86,video86_1_7_shot5.jpg,640,360
header,603,3,28,21,video86_1_7_shot5.jpg,640,360
footer,576,309,51,37,video86_1_7_shot5.jpg,640,360
title,8,6,168,15,video86_1_8_shot2.jpg,640,360
text box,202,58,238,22,video86_1_8_shot2.jpg,640,360
text box,69,103,161,20,video86_1_8_shot2.jpg,640,360
picture,124,130,70,104,video86_1_8_shot2.jpg,640,360
picture,274,111,93,141,video86_1_8_shot2.jpg,640,360
picture,447,129,68,105,video86_1_8_shot2.jpg,640,360
picture,122,251,74,92,video86_1_8_shot2.jpg,640,360
text box,226,291,258,18,video86_1_8_shot2.jpg,640,360
header,603,3,28,21,video86_1_8_shot2.jpg,640,360
footer,576,309,51,37,video86_1_8_shot2.jpg,640,360
text box,414,99,120,23,video86_1_8_shot2.jpg,640,360
title,8,6,168,15,video86_1_8_shot6.jpg,640,360
picture,89,73,70,68,video86_1_8_shot6.jpg,640,360
picture,242,52,138,70,video86_1_8_shot6.jpg,640,360
picture,497,72,73,71,video86_1_8_shot6.jpg,640,360
text box,65,233,103,20,video86_1_8_shot6.jpg,640,360
text box,474,228,105,24,video86_1_8_shot6.jpg,640,360
text box,253,136,145,203,video86_1_8_shot6.jpg,640,360
header,603,3,28,21,video86_1_8_shot6.jpg,640,360
footer,576,309,51,37,video86_1_8_shot6.jpg,640,360
title,8,6,168,15,video86_1_8_shot8.jpg,640,360
text box,262,155,116,29,video86_1_8_shot8.jpg,640,360
text box,48,216,543,19,video86_1_8_shot8.jpg,640,360
header,603,3,28,21,video86_1_8_shot8.jpg,640,360
footer,576,309,51,37,video86_1_8_shot8.jpg,640,360
title,8,6,168,15,video86_1_8_shot12.jpg,640,360
diagram,102,123,471,195,video86_1_8_shot12.jpg,640,360
header,603,3,28,21,video86_1_8_shot12.jpg,640,360
footer,576,309,51,37,video86_1_8_shot12.jpg,640,360
title,8,6,168,15,video86_1_8_shot13.jpg,640,360
picture,257,98,128,144,video86_1_8_shot13.jpg,640,360
text box,196,247,247,30,video86_1_8_shot13.jpg,640,360
header,603,3,28,21,video86_1_8_shot13.jpg,640,360
footer,576,309,51,37,video86_1_8_shot13.jpg,640,360
title,8,5,85,15,video86_1_9_shot3.jpg,640,360
text box,272,155,97,27,video86_1_9_shot3.jpg,640,360
text box,142,217,362,29,video86_1_9_shot3.jpg,640,360
text box,116,282,410,31,video86_1_9_shot3.jpg,640,360
header,603,3,28,21,video86_1_9_shot3.jpg,640,360
footer,576,309,51,37,video86_1_9_shot3.jpg,640,360
title,8,5,85,15,video86_1_9_shot5.jpg,640,360
picture,17,101,101,150,video86_1_9_shot5.jpg,640,360
picture,524,101,102,149,video86_1_9_shot5.jpg,640,360
diagram,209,154,183,145,video86_1_9_shot5.jpg,640,360
header,603,3,28,21,video86_1_9_shot5.jpg,640,360
footer,576,309,51,37,video86_1_9_shot5.jpg,640,360
title,8,5,54,15,video86_1_10_shot6.jpg,640,360
text box,86,46,146,58,video86_1_10_shot6.jpg,640,360
diagram,225,47,136,243,video86_1_10_shot6.jpg,640,360
header,603,3,28,21,video86_1_10_shot6.jpg,640,360
footer,576,309,51,37,video86_1_10_shot6.jpg,640,360
title,8,5,54,15,video86_1_10_shot9.jpg,640,360
diagram,88,45,523,243,video86_1_10_shot9.jpg,640,360
header,603,3,28,21,video86_1_10_shot9.jpg,640,360
footer,576,309,51,37,video86_1_10_shot9.jpg,640,360
title,8,5,173,15,video86_1_12_shot5.jpg,640,360
picture,29,39,125,151,video86_1_12_shot5.jpg,640,360
text box,227,36,187,86,video86_1_12_shot5.jpg,640,360
header,603,3,28,21,video86_1_12_shot5.jpg,640,360
footer,576,309,51,37,video86_1_12_shot5.jpg,640,360
title,8,5,173,15,video86_1_12_shot6.jpg,640,360
picture,29,39,125,151,video86_1_12_shot6.jpg,640,360
text box,29,197,575,79,video86_1_12_shot6.jpg,640,360
text box,227,36,187,86,video86_1_12_shot6.jpg,640,360
header,603,3,28,21,video86_1_12_shot6.jpg,640,360
footer,576,309,51,37,video86_1_12_shot6.jpg,640,360
title,8,6,76,15,video86_1_13_shot2.jpg,640,360
text box,234,98,174,26,video86_1_13_shot2.jpg,640,360
text box,120,188,401,22,video86_1_13_shot2.jpg,640,360
header,603,3,28,21,video86_1_13_shot2.jpg,640,360
footer,576,309,51,37,video86_1_13_shot2.jpg,640,360
picture,277,236,79,82,video86_1_13_shot3.jpg,640,360
text box,232,98,176,27,video86_1_13_shot3.jpg,640,360
text box,45,145,551,55,video86_1_13_shot3.jpg,640,360
title,8,6,76,15,video86_1_13_shot3.jpg,640,360
header,603,3,28,21,video86_1_13_shot3.jpg,640,360
footer,576,309,51,37,video86_1_13_shot3.jpg,640,360
title,8,6,76,15,video86_1_13_shot4.jpg,640,360
picture,274,59,93,136,video86_1_13_shot4.jpg,640,360
text box,92,217,421,71,video86_1_13_shot4.jpg,640,360
header,603,3,28,21,video86_1_13_shot4.jpg,640,360
footer,576,309,51,37,video86_1_13_shot4.jpg,640,360
picture,272,59,97,136,video86_1_13_shot5.jpg,640,360
title,8,6,76,15,video86_1_13_shot5.jpg,640,360
text box,127,218,424,69,video86_1_13_shot5.jpg,640,360
header,603,3,28,21,video86_1_13_shot5.jpg,640,360
footer,576,309,51,37,video86_1_13_shot5.jpg,640,360
picture,37,102,136,160,video86_1_14_shot4.jpg,640,360
title,8,6,136,12,video86_1_14_shot4.jpg,640,360
diagram,233,65,176,242,video86_1_14_shot4.jpg,640,360
picture,459,105,133,156,video86_1_14_shot4.jpg,640,360
text box,63,317,515,21,video86_1_14_shot4.jpg,640,360
header,603,3,28,21,video86_1_14_shot4.jpg,640,360
footer,576,309,51,37,video86_1_14_shot4.jpg,640,360
title,8,6,85,12,video86_1_15_shot3.jpg,640,360
picture,273,37,95,144,video86_1_15_shot3.jpg,640,360
text box,232,186,177,20,video86_1_15_shot3.jpg,640,360
text box,30,226,575,54,video86_1_15_shot3.jpg,640,360
header,603,3,28,21,video86_1_15_shot3.jpg,640,360
footer,576,309,51,37,video86_1_15_shot3.jpg,640,360
title,8,6,85,12,video86_1_15_shot4.jpg,640,360
picture,273,37,95,141,video86_1_15_shot4.jpg,640,360
text box,233,187,175,18,video86_1_15_shot4.jpg,640,360
text box,134,226,372,24,video86_1_15_shot4.jpg,640,360
picture,232,266,176,43,video86_1_15_shot4.jpg,640,360
header,603,3,28,21,video86_1_15_shot4.jpg,640,360
footer,576,309,51,37,video86_1_15_shot4.jpg,640,360
title,9,5,84,13,video86_1_15_shot5.jpg,640,360
picture,68,99,86,130,video86_1_15_shot5.jpg,640,360
diagram,269,41,101,273,video86_1_15_shot5.jpg,640,360
header,603,3,28,21,video86_1_15_shot5.jpg,640,360
footer,576,309,51,37,video86_1_15_shot5.jpg,640,360
title,9,6,138,14,video86_1_16_shot2.jpg,640,360
picture,265,86,109,167,video86_1_16_shot2.jpg,640,360
text box,34,260,548,77,video86_1_16_shot2.jpg,640,360
header,603,3,28,21,video86_1_16_shot2.jpg,640,360
footer,576,309,51,37,video86_1_16_shot2.jpg,640,360
title,9,6,138,14,video86_1_16_shot6.jpg,640,360
title,265,42,122,24,video86_1_16_shot6.jpg,640,360
picture,62,92,152,101,video86_1_16_shot6.jpg,640,360
picture,425,87,155,111,video86_1_16_shot6.jpg,640,360
picture,249,71,144,143,video86_1_16_shot6.jpg,640,360
text box,273,265,122,18,video86_1_16_shot6.jpg,640,360
text box,273,240,95,18,video86_1_16_shot6.jpg,640,360
header,603,3,28,21,video86_1_16_shot6.jpg,640,360
footer,576,309,51,37,video86_1_16_shot6.jpg,640,360
title,9,6,138,14,video86_1_16_shot7.jpg,640,360
picture,482,109,75,98,video86_1_16_shot7.jpg,640,360
picture,91,110,72,98,video86_1_16_shot7.jpg,640,360
text box,199,146,242,26,video86_1_16_shot7.jpg,640,360
text box,186,226,238,23,video86_1_16_shot7.jpg,640,360
text box,186,199,253,20,video86_1_16_shot7.jpg,640,360
text box,186,253,195,24,video86_1_16_shot7.jpg,640,360
text box,186,277,104,26,video86_1_16_shot7.jpg,640,360
text box,187,306,77,20,video86_1_16_shot7.jpg,640,360
header,603,3,28,21,video86_1_16_shot7.jpg,640,360
footer,576,309,51,37,video86_1_16_shot7.jpg,640,360
title,10,9,195,14,video86_2_2_shot3.jpg,640,360
text box,479,285,104,22,video86_2_2_shot3.jpg,640,360
diagram,37,86,569,105,video86_2_2_shot3.jpg,640,360
text box,144,196,60,21,video86_2_2_shot3.jpg,640,360
text box,144,224,69,21,video86_2_2_shot3.jpg,640,360
text box,143,254,93,21,video86_2_2_shot3.jpg,640,360
text box,142,287,107,21,video86_2_2_shot3.jpg,640,360
text box,478,200,88,17,video86_2_2_shot3.jpg,640,360
text box,479,228,73,17,video86_2_2_shot3.jpg,640,360
text box,479,254,99,24,video86_2_2_shot3.jpg,640,360
header,603,3,28,21,video86_2_2_shot3.jpg,640,360
footer,576,309,51,37,video86_2_2_shot3.jpg,640,360
title,10,9,195,14,video86_2_2_shot4.jpg,640,360
picture,46,34,78,96,video86_2_2_shot4.jpg,640,360
text box,136,52,440,65,video86_2_2_shot4.jpg,640,360
text box,479,285,104,22,video86_2_2_shot4.jpg,640,360
text box,37,163,550,27,video86_2_2_shot4.jpg,640,360
text box,144,196,60,21,video86_2_2_shot4.jpg,640,360
text box,144,224,69,21,video86_2_2_shot4.jpg,640,360
text box,143,254,93,21,video86_2_2_shot4.jpg,640,360
text box,142,287,107,21,video86_2_2_shot4.jpg,640,360
text box,478,200,88,17,video86_2_2_shot4.jpg,640,360
text box,479,228,73,17,video86_2_2_shot4.jpg,640,360
text box,479,254,99,24,video86_2_2_shot4.jpg,640,360
header,603,3,28,21,video86_2_2_shot4.jpg,640,360
footer,576,309,51,37,video86_2_2_shot4.jpg,640,360
title,10,9,195,14,video86_2_2_shot5.jpg,640,360
picture,273,45,101,143,video86_2_2_shot5.jpg,640,360
text box,65,211,528,108,video86_2_2_shot5.jpg,640,360
header,603,3,28,21,video86_2_2_shot5.jpg,640,360
footer,576,309,51,37,video86_2_2_shot5.jpg,640,360
title,10,9,195,14,video86_2_2_shot6.jpg,640,360
picture,274,44,99,145,video86_2_2_shot6.jpg,640,360
picture,274,198,98,144,video86_2_2_shot6.jpg,640,360
header,603,3,28,21,video86_2_2_shot6.jpg,640,360
footer,576,309,51,37,video86_2_2_shot6.jpg,640,360
title,9,6,184,14,video86_2_3_shot1.jpg,640,360
text box,133,86,374,28,video86_2_3_shot1.jpg,640,360
text box,182,156,277,28,video86_2_3_shot1.jpg,640,360
header,603,3,28,21,video86_2_3_shot1.jpg,640,360
footer,576,309,51,37,video86_2_3_shot1.jpg,640,360
title,9,6,184,14,video86_2_3_shot2.jpg,640,360
text box,133,86,374,28,video86_2_3_shot2.jpg,640,360
text box,182,156,277,28,video86_2_3_shot2.jpg,640,360
picture,125,207,70,105,video86_2_3_shot2.jpg,640,360
picture,274,196,94,142,video86_2_3_shot2.jpg,640,360
picture,446,207,69,105,video86_2_3_shot2.jpg,640,360
text box,79,318,159,18,video86_2_3_shot2.jpg,640,360
text box,422,317,118,20,video86_2_3_shot2.jpg,640,360
header,603,3,28,21,video86_2_3_shot2.jpg,640,360
footer,576,309,51,37,video86_2_3_shot2.jpg,640,360
title,9,6,184,14,video86_2_3_shot4.jpg,640,360
picture,125,33,70,104,video86_2_3_shot4.jpg,640,360
picture,445,32,70,106,video86_2_3_shot4.jpg,640,360
text box,87,144,146,19,video86_2_3_shot4.jpg,640,360
text box,397,144,184,24,video86_2_3_shot4.jpg,640,360
diagram,116,184,408,136,video86_2_3_shot4.jpg,640,360
header,603,3,28,21,video86_2_3_shot4.jpg,640,360
footer,576,309,51,37,video86_2_3_shot4.jpg,640,360
title,9,6,184,14,video86_2_3_shot8.jpg,640,360
picture,125,33,70,104,video86_2_3_shot8.jpg,640,360
picture,445,32,70,106,video86_2_3_shot8.jpg,640,360
text box,87,144,146,19,video86_2_3_shot8.jpg,640,360
text box,397,144,184,24,video86_2_3_shot8.jpg,640,360
text box,149,192,340,128,video86_2_3_shot8.jpg,640,360
picture,279,38,80,112,video86_2_3_shot8.jpg,640,360
header,603,3,28,21,video86_2_3_shot8.jpg,640,360
footer,576,309,51,37,video86_2_3_shot8.jpg,640,360
title,9,6,184,14,video86_2_3_shot9.jpg,640,360
picture,125,33,70,104,video86_2_3_shot9.jpg,640,360
picture,445,32,70,106,video86_2_3_shot9.jpg,640,360
text box,87,144,146,19,video86_2_3_shot9.jpg,640,360
text box,397,144,184,24,video86_2_3_shot9.jpg,640,360
picture,279,38,80,112,video86_2_3_shot9.jpg,640,360
text box,207,242,228,14,video86_2_3_shot9.jpg,640,360
header,603,3,28,21,video86_2_3_shot9.jpg,640,360
footer,576,309,51,37,video86_2_3_shot9.jpg,640,360
title,9,6,202,14,video86_2_4_shot1.jpg,640,360
diagram,55,71,527,261,video86_2_4_shot1.jpg,640,360
picture,53,112,84,130,video86_2_4_shot1.jpg,640,360
header,603,3,28,21,video86_2_4_shot1.jpg,640,360
footer,576,309,51,37,video86_2_4_shot1.jpg,640,360
title,9,6,125,14,video86_2_5_shot2.jpg,640,360
text box,218,84,204,26,video86_2_5_shot2.jpg,640,360
text box,271,155,98,36,video86_2_5_shot2.jpg,640,360
text box,224,238,192,29,video86_2_5_shot2.jpg,640,360
header,603,3,28,21,video86_2_5_shot2.jpg,640,360
footer,576,309,51,37,video86_2_5_shot2.jpg,640,360
title,9,6,125,14,video86_2_5_shot4.jpg,640,360
diagram,154,64,333,239,video86_2_5_shot4.jpg,640,360
header,603,3,28,21,video86_2_5_shot4.jpg,640,360
footer,576,309,51,37,video86_2_5_shot4.jpg,640,360
title,10,9,116,14,video86_2_5_shot5.jpg,640,360
picture,157,102,340,180,video86_2_5_shot5.jpg,640,360
header,603,3,28,21,video86_2_5_shot5.jpg,640,360
footer,576,309,51,37,video86_2_5_shot5.jpg,640,360
title,9,6,163,12,video86_2_6_shot5.jpg,640,360
text box,174,272,293,20,video86_2_6_shot5.jpg,640,360
diagram,204,79,283,166,video86_2_6_shot5.jpg,640,360
header,603,3,28,21,video86_2_6_shot5.jpg,640,360
footer,576,309,51,37,video86_2_6_shot5.jpg,640,360
title,9,6,239,12,video86_2_8_shot6.jpg,640,360
picture,301,45,72,46,video86_2_8_shot6.jpg,640,360
text box,48,114,122,18,video86_2_8_shot6.jpg,640,360
diagram,50,151,546,86,video86_2_8_shot6.jpg,640,360
header,603,3,28,21,video86_2_8_shot6.jpg,640,360
footer,576,309,51,37,video86_2_8_shot6.jpg,640,360
title,9,6,239,12,video86_2_8_shot8.jpg,640,360
picture,287,49,88,148,video86_2_8_shot8.jpg,640,360
text box,57,211,525,84,video86_2_8_shot8.jpg,640,360
header,603,3,28,21,video86_2_8_shot8.jpg,640,360
footer,576,309,51,37,video86_2_8_shot8.jpg,640,360
title,9,6,239,12,video86_2_8_shot9.jpg,640,360
picture,301,46,72,45,video86_2_8_shot9.jpg,640,360
text box,49,150,549,17,video86_2_8_shot9.jpg,640,360
header,603,3,28,21,video86_2_8_shot9.jpg,640,360
footer,576,309,51,37,video86_2_8_shot9.jpg,640,360
title,9,6,239,12,video86_2_8_shot10.jpg,640,360
picture,264,53,111,144,video86_2_8_shot10.jpg,640,360
text box,55,222,530,34,video86_2_8_shot10.jpg,640,360
header,603,3,28,21,video86_2_8_shot10.jpg,640,360
footer,576,309,51,37,video86_2_8_shot10.jpg,640,360
title,9,6,210,12,video86_2_9_shot4.jpg,640,360
diagram,63,90,498,23,video86_2_9_shot4.jpg,640,360
text box,282,145,172,135,video86_2_9_shot4.jpg,640,360
header,603,3,28,21,video86_2_9_shot4.jpg,640,360
footer,576,309,51,37,video86_2_9_shot4.jpg,640,360
title,9,6,58,14,video86_2_10_shot4.jpg,640,360
title,252,161,138,35,video86_2_10_shot4.jpg,640,360
text box,265,210,104,30,video86_2_10_shot4.jpg,640,360
text box,266,245,258,32,video86_2_10_shot4.jpg,640,360
text box,266,282,292,31,video86_2_10_shot4.jpg,640,360
header,603,3,28,21,video86_2_10_shot4.jpg,640,360
footer,576,309,51,37,video86_2_10_shot4.jpg,640,360
title,9,6,114,14,video86_3_2_shot2.jpg,640,360
diagram,53,52,555,78,video86_3_2_shot2.jpg,640,360
picture,276,138,86,130,video86_3_2_shot2.jpg,640,360
text box,51,276,539,20,video86_3_2_shot2.jpg,640,360
header,603,3,28,21,video86_3_2_shot2.jpg,640,360
footer,576,309,51,37,video86_3_2_shot2.jpg,640,360
title,9,6,114,14,video86_3_2_shot4.jpg,640,360
diagram,53,54,554,267,video86_3_2_shot4.jpg,640,360
picture,58,123,140,155,video86_3_2_shot4.jpg,640,360
